experiment,exp_type,strain,temperature,salinity_m,reading,day,st,od,od1,od2,od3,baseline_st,delta_gamma,delta_gamma_OD,wgs_code,species,environment,has_lipopeptide_bgc,bgc_type_lipopeptide,has_wgs
exp7,temp_salinity,SW1B1,30°C,1,1,1,69.64,0.021,0.023,0.022,0.018,69.64,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1.5,1,1,69.88,0.017666666666666667,0.011,0.019,0.023,69.88,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,0.5,1,1,69.5,0.013999999999999999,0.016,0.013,0.013,69.5,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1,1,1,69.62,0.01933333333333333,0.024,0.018,0.016,69.62,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1.5,1,1,69.01,0.014,0.009,0.016,0.017,69.01,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,0.5,2,3,69.19,0.03,0.026,0.03,0.034,69.74,0.5499999999999972,18.33333333333324,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1,2,3,69.11,0.03233333333333333,0.033,0.033,0.031,69.68,0.5700000000000074,17.628865979381672,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1.5,2,3,69.19,0.03633333333333333,0.037,0.036,0.036,69.83,0.6400000000000006,17.614678899082588,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,0.5,2,3,69.01,0.03333333333333333,0.033,0.033,0.034,69.64,0.6299999999999955,18.899999999999864,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1,2,3,69.27,0.03366666666666667,0.03,0.035,0.036,69.54,0.27000000000001023,8.019801980198322,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1.5,2,3,69.15,0.030666666666666665,0.031,0.031,0.03,69.7,0.5499999999999972,17.93478260869556,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,0.5,2,3,63.24,0.2896666666666667,0.292,0.271,0.306,69.11,5.8699999999999974,20.264672036823924,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1,2,3,62.98,0.14643333333333333,0.176,0.149,0.1143,68.37,5.390000000000008,36.80855907124977,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1.5,2,3,65.91,0.028333333333333335,0.029,0.028,0.028,69.61,3.700000000000003,130.58823529411774,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,0.5,2,3,64.24,0.17733333333333334,0.17,0.184,0.178,69.39,5.150000000000006,29.041353383458677,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1,2,3,63.89,0.2976666666666667,0.313,0.289,0.291,69.41,5.519999999999996,18.54423292273235,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1.5,2,3,66.21,0.041,0.039,0.041,0.043,69.78,3.5700000000000074,87.07317073170749,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,0.5,2,3,64.17,0.2956666666666667,0.307,0.298,0.282,69.48,5.310000000000002,17.95941375422774,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1,2,3,66.11,0.327,0.311,0.321,0.349,69.64,3.530000000000001,10.795107033639146,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1.5,2,3,69.07,0.4423333333333333,0.489,0.424,0.414,69.88,0.8100000000000023,1.831198191409199,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,0.5,2,3,68.22,0.28099999999999997,0.289,0.278,0.276,69.5,1.2800000000000011,4.555160142348759,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1,2,3,68.41,0.31433333333333335,0.3,0.329,0.314,69.62,1.210000000000008,3.8494167550371405,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1.5,2,3,67.16,0.18033333333333332,0.178,0.184,0.179,69.01,1.8500000000000085,10.258780036968625,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,0.5,3,5,69.27,0.035333333333333335,0.033,0.036,0.037,69.74,0.46999999999999886,13.301886792452798,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1,3,5,69.43,0.03666666666666666,0.037,0.037,0.036,69.68,0.25,6.818181818181819,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1.5,3,5,69.74,0.03733333333333333,0.037,0.038,0.037,69.83,0.09000000000000341,2.4107142857143775,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,0.5,3,5,68.8,0.03766666666666666,0.036,0.037,0.04,69.64,0.8400000000000034,22.300884955752306,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1,3,5,69.04,0.038000000000000006,0.04,0.035,0.039,69.54,0.5,13.157894736842103,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1.5,3,5,69.28,0.03566666666666667,0.035,0.034,0.038,69.7,0.4200000000000017,11.775700934579485,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,0.5,3,5,57.48,0.3296666666666667,0.329,0.319,0.341,69.11,11.630000000000003,35.27805864509606,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1,3,5,54.59,0.16466666666666666,0.202,0.159,0.133,68.37,13.780000000000001,83.68421052631581,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1.5,3,5,60.02,0.03633333333333333,0.036,0.036,0.037,69.61,9.589999999999996,263.9449541284403,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,0.5,3,5,55.62,0.22966666666666669,0.218,0.219,0.252,69.39,13.770000000000003,59.956458635703925,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1,3,5,53.59,0.42966666666666664,0.523,0.453,0.313,69.41,15.819999999999993,36.81923972071372,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1.5,3,5,57.44,0.044333333333333336,0.044,0.044,0.045,69.78,12.340000000000003,278.3458646616542,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,0.5,3,5,59.48,0.3463333333333334,0.342,0.347,0.35,69.48,10.000000000000007,28.873917228103963,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1,3,5,63.64,0.38433333333333336,0.388,0.396,0.369,69.64,6,15.611448395490024,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1.5,3,5,66.8,0.5223333333333333,0.521,0.524,0.522,69.88,3.0799999999999983,5.896617740906187,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,0.5,3,5,65.26,0.36233333333333334,0.354,0.357,0.376,69.5,4.239999999999995,11.701931922723077,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1,3,5,67.29,0.39433333333333337,0.391,0.392,0.4,69.62,2.3299999999999983,5.908706677937443,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1.5,3,5,65.8,0.27066666666666667,0.266,0.267,0.279,69.01,3.210000000000008,11.859605911330078,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,0.5,4,7,68.97,0.046000000000000006,0.041,0.049,0.048,69.74,0.769999999999996,16.73913043478252,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1,4,7,69.18,0.03133333333333333,0.031,0.03,0.033,69.68,0.5,15.957446808510639,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1.5,4,7,69.04,0.03466666666666667,0.035,0.035,0.034,69.83,0.789999999999992,22.788461538461306,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,0.5,4,7,68.74,0.04833333333333334,0.051,0.047,0.047,69.64,0.9000000000000057,18.62068965517253,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1,4,7,69.97,0.04700000000000001,0.054,0.048,0.039,69.54,-0.4299999999999926,-9.148936170212608,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1.5,4,7,69.11,0.030666666666666665,0.03,0.03,0.032,69.7,0.5900000000000034,19.23913043478272,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,0.5,4,7,51.63,0.35566666666666663,0.359,0.354,0.354,69.11,17.479999999999997,49.14714151827553,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1,4,7,49.43,0.417,0.421,0.42,0.41,68.37,18.940000000000005,45.419664268585144,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1.5,4,7,54.35,0.22799999999999998,0.278,0.207,0.199,69.61,15.259999999999998,66.9298245614035,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,0.5,4,7,52.02,0.29433333333333334,0.3,0.285,0.298,69.39,17.369999999999997,59.01472253680633,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1,4,7,51.26,0.325,0.337,0.313,0.325,69.41,18.15,55.84615384615384,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1.5,4,7,54.39,0.349,0.361,0.339,0.347,69.78,15.39,44.0974212034384,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,0.5,4,7,56.96,0.11966666666666666,0.126,0.119,0.114,69.48,12.520000000000003,104.62395543175491,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1,4,7,61.42,0.20866666666666667,0.201,0.217,0.208,69.64,8.219999999999999,39.39297124600638,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1.5,4,7,64.96,0.10133333333333334,0.1,0.103,0.101,69.88,4.920000000000002,48.55263157894738,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,0.5,4,7,62.47,0.11133333333333334,0.111,0.11,0.113,69.5,7.030000000000001,63.143712574850305,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1,4,7,64.41,0.12633333333333333,0.127,0.127,0.125,69.62,5.210000000000008,41.24010554089716,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1.5,4,7,63.98,0.18666666666666668,0.185,0.189,0.186,69.01,5.030000000000008,26.946428571428616,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,0.5,5,9,68.01,0.07133333333333335,0.069,0.071,0.074,69.74,1.7299999999999898,24.252336448597983,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1,5,9,68.65,0.043666666666666666,0.044,0.044,0.043,69.68,1.0300000000000011,23.58778625954201,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1.5,5,9,69.27,0.03833333333333333,0.037,0.038,0.04,69.83,0.5600000000000023,14.608695652173974,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,0.5,5,9,68.11,0.07533333333333332,0.075,0.074,0.077,69.64,1.5300000000000011,20.309734513274353,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1,5,9,68.1,0.06033333333333333,0.068,0.06,0.053,69.54,1.440000000000012,23.867403314917325,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1.5,5,9,68.84,0.03633333333333333,0.036,0.036,0.037,69.7,0.8599999999999994,23.66972477064219,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,0.5,5,9,50.54,0.377,0.382,0.372,0.377,69.11,18.57,49.257294429708224,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1,5,9,50.37,0.423,0.433,0.425,0.411,68.37,18.000000000000007,42.55319148936172,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1.5,5,9,54.07,0.2836666666666667,0.301,0.284,0.266,69.61,15.54,54.78260869565217,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,0.5,5,9,51.2,0.37233333333333335,0.363,0.377,0.377,69.39,18.189999999999998,48.854073410922105,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1,5,9,51.16,0.4546666666666667,0.446,0.459,0.459,69.41,18.25,40.13929618768328,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1.5,5,9,55.91,0.4186666666666667,0.444,0.444,0.368,69.78,13.870000000000005,33.128980891719756,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,0.5,5,9,54.61,0.18166666666666664,0.18,0.183,0.182,69.48,14.870000000000005,81.85321100917434,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1,5,9,62.09,0.279,0.276,0.282,0.279,69.64,7.549999999999997,27.060931899641563,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1.5,5,9,65.27,0.158,0.159,0.157,0.158,69.88,4.609999999999999,29.177215189873415,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,0.5,5,9,64.09,0.18866666666666668,0.186,0.191,0.189,69.5,5.409999999999997,28.674911660777365,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1,5,9,63.07,0.21233333333333335,0.209,0.215,0.213,69.62,6.550000000000004,30.84772370486658,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1.5,5,9,63.19,0.18666666666666668,0.185,0.189,0.186,69.01,5.820000000000007,31.178571428571466,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,0.5,6,11,68.38,0.08866666666666667,0.088,0.089,0.089,69.74,1.3599999999999994,15.338345864661648,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1,6,11,67.89,0.04766666666666667,0.048,0.047,0.048,69.68,1.7900000000000063,37.55244755244768,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1.5,6,11,68.41,0.035,0.036,0.035,0.034,69.83,1.4200000000000017,40.57142857142862,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,0.5,6,11,68.29,0.07100000000000001,0.069,0.072,0.072,69.64,1.3499999999999943,19.01408450704217,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1,6,11,68.04,0.06966666666666667,0.071,0.069,0.069,69.54,1.5,21.5311004784689,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1.5,6,11,68.68,0.042,0.042,0.041,0.043,69.7,1.019999999999996,24.28571428571419,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,0.5,6,11,62.38,0.4546666666666667,0.451,0.453,0.46,69.11,6.729999999999997,14.802052785923745,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1,6,11,62.87,0.5716666666666667,0.78,0.465,0.47,68.37,5.500000000000007,9.620991253644327,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1.5,6,11,63.93,0.32866666666666666,0.329,0.331,0.326,69.61,5.68,17.281947261663284,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,0.5,6,11,56.41,0.4073333333333333,0.4,0.414,0.408,69.39,12.980000000000004,31.865793780687408,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1,6,11,58.49,0.5223333333333334,0.51,0.526,0.531,69.41,10.919999999999995,20.906190172303752,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1.5,6,11,60.26,0.5106666666666667,0.519,0.502,0.511,69.78,9.520000000000003,18.64229765013055,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,0.5,6,11,63.93,0.21766666666666667,0.215,0.218,0.22,69.48,5.550000000000004,25.4977029096478,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1,6,11,66.27,0.309,0.301,0.309,0.317,69.64,3.3700000000000045,10.90614886731393,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,1.5,6,11,69.87,0.205,0.204,0.199,0.212,69.88,0.009999999999990905,0.04878048780483368,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,0.5,6,11,69.21,0.24,0.241,0.241,0.238,69.5,0.29000000000000625,1.2083333333333595,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1,6,11,69.53,0.26033333333333336,0.268,0.252,0.261,69.62,0.09000000000000341,0.3457106274007813,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,30°C,1.5,6,11,70.29,0.23233333333333336,0.227,0.233,0.237,69.01,-1.2800000000000011,-5.509325681492113,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,0.5,1,1,69.78,0.036666666666666674,0.034,0.038,0.038,69.78,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1,1,1,69.43,0.03833333333333334,0.035,0.042,0.038,69.43,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1.5,1,1,69.14,0.03833333333333333,0.038,0.04,0.037,69.14,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,0.5,1,1,69.61,0.043000000000000003,0.046,0.042,0.041,69.61,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1,1,1,69.7,0.036333333333333336,0.038,0.033,0.038,69.7,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1.5,1,1,69.87,0.03566666666666667,0.037,0.035,0.035,69.87,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,0.5,1,1,69.33,0.04,0.037,0.037,0.046,69.33,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1,1,1,69.58,0.03866666666666666,0.038,0.041,0.037,69.58,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1.5,1,1,69.83,0.03966666666666666,0.036,0.042,0.041,69.83,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,0.5,1,1,69.44,0.03966666666666666,0.044,0.038,0.037,69.44,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1,1,1,69.72,0.04700000000000001,0.052,0.049,0.04,69.72,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1.5,1,1,69.38,0.04,0.038,0.045,0.037,69.38,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,0.5,1,1,69.48,0.035,0.036,0.033,0.036,69.48,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1,1,1,69.93,0.04133333333333333,0.038,0.04,0.046,69.93,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1.5,1,1,69.84,0.03866666666666666,0.036,0.041,0.039,69.84,0,0,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,0.5,1,1,69.36,0.035333333333333335,0.034,0.034,0.038,69.36,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1,1,1,69.42,0.03966666666666666,0.044,0.038,0.037,69.42,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1.5,1,1,69.58,0.041666666666666664,0.045,0.04,0.04,69.58,0,0,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,0.5,2,3,69.2,0.037666666666666675,0.035,0.038,0.04,69.78,0.5799999999999983,15.398230088495527,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1,2,3,65.34,0.04133333333333333,0.045,0.041,0.038,69.43,4.090000000000003,98.9516129032259,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1.5,2,3,67.86,0.04466666666666667,0.042,0.044,0.048,69.14,1.2800000000000011,28.656716417910474,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,0.5,2,3,69.25,0.03966666666666666,0.043,0.038,0.038,69.61,0.35999999999999943,9.075630252100828,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1,2,3,69.17,0.03966666666666666,0.041,0.038,0.04,69.7,0.5300000000000011,13.361344537815157,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1.5,2,3,69.2,0.03833333333333333,0.039,0.038,0.038,69.87,0.6700000000000017,17.478260869565265,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,0.5,2,3,61.61,0.38766666666666666,0.388,0.387,0.388,69.33,7.719999999999999,19.9140154772141,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1,2,3,69,0.04700000000000001,0.047,0.048,0.046,69.58,0.5799999999999983,12.340425531914855,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1.5,2,3,56.39,0.4533333333333333,0.439,0.452,0.469,69.83,13.439999999999998,29.64705882352941,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,0.5,2,3,57.94,0.4146666666666667,0.43,0.406,0.408,69.44,11.5,27.733118971061092,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1,2,3,55.44,0.26566666666666666,0.266,0.264,0.267,69.72,14.280000000000001,53.75156838143037,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1.5,2,3,59.44,0.04133333333333333,0.043,0.042,0.039,69.38,9.939999999999998,240.4838709677419,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,0.5,2,3,61.5,0.32233333333333336,0.316,0.323,0.328,69.48,7.980000000000004,24.756980351602905,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1,2,3,63.26,0.426,0.422,0.423,0.433,69.93,6.670000000000009,15.657276995305185,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1.5,2,3,66.05,0.431,0.419,0.436,0.438,69.84,3.7900000000000063,8.793503480278437,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
